Date,Chlorophyll_a,Nitrate,Phosphate,Silicate,Dissolved_Oxygen,Total_River_Discharge,Rainfall,Temperature,Salinity,Solar_Radiation
2019-01-01,1.39,0.388449723832309,0.00151292786904378,9.7916179895401,201.42049407959,92.3737333,0.0,31.243145942688,33.2848866780599,911591.914555008
2019-01-02,1.9,0.235055857338011,0.00108003773493692,8.51096403598785,201.230117797852,151.4743307,12.8,30.575971921285,32.9329422314962,906093.04427876
2019-01-03,1.89,0.188044034875929,0.00117857837176416,8.20051848888397,201.149078369141,167.5756252,1.5,29.9440677165985,32.8387058575948,920798.718837837
2019-01-04,1.68,0.155606647953391,0.00105026361416094,8.05452394485474,201.072982788086,141.4353949,54.0,29.5900753339132,32.5997207959493,923606.522162168
2019-01-05,1.39,0.154504380188882,0.00114661156840157,8.1112654209137,201.004051208496,115.25612579999999,0.3,29.5501925150553,32.5749622980754,924662.157435185
2019-01-06,1.76,0.160688891075552,0.00113734389015008,8.28393733501434,200.996387481689,96.41266639999999,0.0,29.6891136169434,32.8365988731384,938697.547631066
2019-01-07,2.2,0.184356264770031,0.00130509000882739,8.63798975944519,200.854434967041,101.4204258,0.0,29.5457315444946,32.8739624023438,923356.644157905
2019-01-08,2.11,0.234137270599604,0.00173307921068044,9.21591317653656,200.811805725098,107.2093962,26.0,29.3838194211324,32.7272548675537,914562.475321645
2019-01-09,2.07,0.244342181831598,0.00178477890585782,9.52807903289795,200.868618011475,205.86438239999998,0.0,29.2654918034871,32.4723912874858,914530.528237479
2019-01-10,2.35,0.217584308236837,0.00157169225713005,9.50690543651581,201.209720611572,241.4574537,22.0,29.2135217189789,31.5998144944509,924244.773097727
2019-01-11,2.49,0.279818961396813,0.00210912473266944,10.155243396759,201.528877258301,280.3554214,0.0,29.1752447287242,31.3181969324748,921097.81262041
2019-01-12,2.18,0.381194602698088,0.00254986065556295,11.2186424732208,201.469715118408,388.72888,0.0,29.2048576672872,31.1508204142253,920002.804724744
2019-01-13,2.18,0.43444187939167,0.00253984970913734,11.9420766830444,201.533088684082,587.882021,2.5,29.1782631874084,31.1038997173309,913157.148992213
2019-01-14,1.77,0.368199367076159,0.00218266014417168,11.4878334999084,201.949619293213,509.172026,14.2,29.023597796758,30.3701080481211,921646.439033362
2019-01-15,1.76,0.413723144680262,0.00274519211961888,11.8954005241394,202.424869537354,413.212738,5.6,28.8549249966939,29.9143633842468,918803.148542567
2019-01-16,1.79,0.333214838057756,0.00214861205313355,11.2383325099945,202.679206848145,356.71356299999997,27.4,28.8120337327321,29.5970509847005,922846.181559011
2019-01-17,1.86,0.307019321247935,0.00246618087112438,11.0464595556259,202.925861358643,270.73829240000003,8.2,28.7768836021423,29.0347628593445,931145.084247224
2019-01-18,1.87,0.305063206702471,0.00294641887012403,11.1167286634445,202.937549591064,218.9032247,0.0,28.7623151143392,29.2124083836873,937913.462573462
2019-01-19,1.72,0.290928106755018,0.00300964420603123,11.0648955106735,202.866455078125,298.62867470000003,0.0,28.8126979668935,29.6699035962423,928913.537246476
2019-01-20,1.1,0.374352686107159,0.00443907102453522,11.598119020462,203.280628204346,350.440242,37.2,28.8840232690175,29.7808328469594,925156.042087701
2019-01-21,1.17,0.547475341707468,0.00539416763058398,13.0509326457977,204.05871963501,337.839022,0.0,28.8302370707194,29.9121581713359,923104.780253816
2019-01-22,1.08,0.663111872971058,0.00475328926404472,14.2598919868469,204.834125518799,417.337958,8.8,28.824303150177,29.5370229085286,924505.185005417
2019-01-23,1.6,0.755558405071497,0.00417766533792019,15.2027390003204,205.81326675415,373.20565899999997,7.0,28.7829696337382,28.968590259552,938501.029891709
2019-01-24,1.68,0.621634233742952,0.00296834448818117,14.0609908103943,205.61775970459,277.87119999999993,0.1,28.7347328662872,28.768874724706,945903.255636498
2019-01-25,1.76,0.76582358777523,0.00420952164859045,15.124566078186,206.097030639648,226.73136899999997,2.0,28.7300438086192,28.8636780579885,943537.099164899
2019-01-26,1.89,0.780319392681122,0.00324816023930907,15.3666653633118,206.410797119141,205.30202,42.7,28.7931451002757,28.4549258550008,944976.272134853
2019-01-27,2.0,0.539622344076634,0.0025773037050385,13.2425603866577,205.431037902832,198.294312,0.0,28.8562846978505,28.2992111047109,940181.187488441
2019-01-28,4.09,0.407578226178885,0.0026002450613305,12.0280048847198,204.739929199219,207.59887799999998,13.0,28.8285479545593,28.4743957519531,949786.639575583
2019-01-29,4.43,0.326017826795578,0.00245167427056003,11.302814245224,204.756523132324,201.07550099999997,8.5,28.7114429473877,28.5650168259939,950774.926941439
2019-01-30,4.62,0.374054279178381,0.00293493468780071,11.6245968341827,204.849521636963,195.22404499999996,0.0,28.6795846621196,29.0623341401418,953174.84371009
2019-01-31,2.31,0.554995555430651,0.00429968330718111,13.2579419612885,205.343799591064,198.255238,0.0,28.727682352066,29.297004143397,952569.489636875
2019-02-01,3.29,0.704773589968681,0.00458334015274886,14.8669857978821,205.857215881348,195.46622000000002,7.0,28.734876871109,29.3144195079803,948475.427629235
2019-02-02,3.19,0.787808202207089,0.00464810234552715,15.769969701767,206.165657043457,217.49714600000001,0.0,28.700603723526,29.643371184667,950716.040694408
2019-02-03,2.88,0.919306464493275,0.00505808831076138,17.0863649845123,206.680809020996,346.32333,4.5,28.8078778584798,29.7691264947255,947383.269068103
2019-02-04,1.23,1.09597739577293,0.00561862402537372,18.7781496047974,207.411907196045,399.541072,8.9,28.887362241745,30.0453151067098,946879.454916454
2019-02-05,1.29,1.05047039687634,0.00408236813382246,18.4791641235352,208.271167755127,418.41582600000004,39.4,28.8668825626373,29.922604004542,950095.749200759
2019-02-06,1.3,1.14057680219412,0.0042517943365965,19.2164998054504,208.831771850586,363.67437500000005,2.4,28.8532742659251,29.4727391401927,959626.600529199
2019-02-07,0.78,1.29003658890724,0.00443118227121886,20.5368413925171,209.45654296875,344.72167900000005,0.0,28.9244637489319,29.407129128774,949096.755244533
2019-02-08,0.67,1.39201292395592,0.00411867829097901,21.4376616477966,210.481258392334,365.70572400000003,4.6,28.9004878203074,29.3353854020437,950465.730972793
2019-02-09,0.65,1.49960877001286,0.00387881090864539,22.3159916400909,211.169277191162,447.141969,0.9,28.8762831687927,29.0277856190999,952363.733146151
2019-02-10,2.26,1.26242927461863,0.00318118267750833,20.0752894878387,210.059772491455,499.02392100000003,7.7,28.8097888628642,28.8684077262878,952782.844353023
2019-02-11,2.58,0.85363794118166,0.00284840723907109,16.2153220176697,207.918594360352,443.048273,0.0,28.7768301963806,28.5621186097463,962468.595867934
2019-02-12,2.57,0.384767103940249,0.00233037334692199,12.1096453666687,206.239376068115,387.478885,0.0,28.7133808930715,28.4305599530538,965028.334400887
2019-02-13,2.78,0.232001826167107,0.00292475617607124,11.1169989109039,205.88671875,329.43291899999997,0.0,28.7045681476593,28.2359068393707,972800.45557424
2019-02-14,3.82,0.18483420368284,0.00488747144117951,10.7780501842499,205.645671844482,282.144606,0.0,28.777045806249,28.5601963202159,974967.590345831
2019-02-15,4.21,0.205186172388494,0.00666124885901809,11.0784592628479,205.178066253662,255.04347699999997,0.0,28.8349490960439,28.8111016750336,972092.784488222
2019-02-16,4.15,0.249533832073212,0.00666467729024589,11.7646934986115,205.201263427734,237.739072,0.0,28.7850219408671,29.1883944670359,987327.399148927
2019-02-17,3.89,0.335568085312843,0.00650451227556914,12.8164985179901,205.625865936279,235.254719,0.0,28.8400790691376,29.7823893229167,984660.940086165
2019-02-18,1.65,0.46989668905735,0.00587917954544537,14.3543386459351,206.610950469971,261.605892,0.0,28.7849640051524,29.6364544232686,973870.76923728
2019-02-19,4.1,0.411380069330335,0.00446497442317195,14.0311319828033,206.536903381348,262.902691,0.0,28.8307237625122,29.3090505599976,977646.828242259
2019-02-20,2.05,0.34205780737102,0.0048599480651319,13.4190819263458,206.186656951904,239.81710399999997,0.0,28.9451108773549,29.3964582284292,988367.492597216
2019-02-21,1.52,0.302891762927175,0.00555241014808416,13.1416394710541,206.122184753418,222.739243,0.0,29.044313510259,29.675196091334,984182.856288791
2019-02-22,1.42,0.407873674295843,0.00632402650080621,14.0542621612549,206.407596588135,210.091006,0.0,29.0184283256531,29.7866480350494,989042.698538243
2019-02-23,1.21,0.53384562022984,0.00530942948535085,15.3296158313751,207.181228637695,200.85674799999998,0.0,28.9242734909058,29.6251664956411,977734.035147687
2019-02-24,1.22,0.625636372715235,0.00419548258651048,16.3587183952332,207.796829223633,204.41921599999998,0.0,28.9082260926565,29.7346445719401,978612.061901434
2019-02-25,1.0,0.828514043241739,0.00443179366993718,18.3883357048035,208.590179443359,217.12997199999998,0.0,28.8992984294891,29.4969770908356,965706.994080743
